ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
2324-V	HSK 4	风景	fēngjǐng	scenery; view	风景很美 - fēngjǐng hěn měi - The scenery is beautiful<br>自然风景 - zìrán fēngjǐng - Natural scenery<br>看风景 - kàn fēngjǐng - Admire the scenery	noun,nature,beauty	[sound:hsk4_风景.wav]
1770-V	HSK 4	分数	fēnshù	score; grade	考试分数 - kǎoshì fēnshù - exam score<br>分数高 - fēnshù gāo - high score<br>及格分数 - jígé fēnshù - passing score	education	[sound:hsk1_分数.wav]
2325-V	HSK 4	分为	fēnwéi	divide into; be divided into	分为三部分 - fēnwéi sān bùfen - Divide into three parts<br>一年分为四季 - yì nián fēnwéi sìjì - A year is divided into four seasons<br>可以分为 - kěyǐ fēnwéi - Can be divided into	verb,division,classification	[sound:hsk4_分为.wav]
1305-V	HSK 4	否则	fǒuzé	otherwise	快点儿，否则要迟到了 - kuài diǎnr, fǒuzé yào chídào le - Hurry up, otherwise we'll be late<br>多穿点儿，否则会感冒 - duō chuān diǎnr, fǒuzé huì gǎnmào - Dress more warmly, otherwise you'll catch a cold<br>你必须努力，否则考不过 - nǐ bìxū nǔlì, fǒuzé kǎo bú guò - You must work hard, otherwise you won't pass the exam<br>带上伞，否则会淋雨 - dài shàng sǎn, fǒuzé huì lín yǔ - Take an umbrella, otherwise you'll get wet<br>听医生的话，否则病不会好 - tīng yīshēng de huà, fǒuzé bìng bú huì hǎo - Listen to the doctor, otherwise you won't get better	conjunction	[sound:hsk1_否则.wav]
2326-V	HSK 4	幅	fú	classifier for paintings	一幅画 - yì fú huà - A painting<br>这幅图 - zhè fú tú - This picture<br>几幅照片 - jǐ fú zhàopiàn - A few photos	classifier,art,image	[sound:hsk4_幅.wav]
2327-V	HSK 4	付	fù	pay	付钱 - fù qián - Pay<br>付款 - fùkuǎn - Make a payment<br>现金支付 - xiànjīn zhīfù - Pay in cash	verb,money,transaction	[sound:hsk4_付.wav]
2328-V	HSK 4	符合	fúhé	meet; comply with	符合要求 - fúhé yāoqiú - Meet the requirements<br>符合条件 - fúhé tiáojiàn - Meet the conditions<br>符合标准 - fúhé biāozhǔn - Comply with standards	verb,compliance,correspondence	[sound:hsk4_符合.wav]
2329-V	HSK 4	父母	fùmǔ	parents	我的父母 - wǒ de fùmǔ - My parents<br>父母的爱 - fùmǔ de ài - Parents' love<br>孝顺父母 - xiàoshùn fùmǔ - Respect one's parents	noun,family,person	[sound:hsk4_父母.wav]
2330-V	HSK 4	父女	fùnǚ	father and daughter	父女关系 - fùnǚ guānxi - Father-daughter relationship<br>父女俩 - fùnǚ liǎ - The father and the daughter<br>父女感情 - fùnǚ gǎnqíng - Father-daughter bond	noun,family,relationship	[sound:hsk4_父女.wav]
2331-V	HSK 4	父亲	fùqīn	father	我的父亲 - wǒ de fùqīn - My father<br>父亲节 - fùqīn jié - Father's Day<br>像父亲一样 - xiàng fùqīn yíyàng - Like a father	noun,family,person	[sound:hsk4_父亲.wav]
1502-V	HSK 4	复印	fùyìn	photocopy	复印文件 - fùyìn wénjiàn - copy a document<br>复印机 - fùyìnjī - photocopier<br>复印一份 - fùyìn yí fèn - make one copy	work	[sound:hsk1_复印.wav]
803-V	HSK 4	复杂	fùzá	complicated	很复杂 - hěn fùzá - Very complicated<br>问题很复杂 - wèntí hěn fùzá - The problem is very complicated<br>复杂的情况 - fùzá de qíngkuàng - Complex situation	adjective	[sound:hsk1_复杂.wav]
1326-V	HSK 4	负责	fùzé	be responsible for	负责工作 - fùzé gōngzuò - be responsible for the work<br>谁负责？ - shéi fùzé? - who is responsible?<br>负责任 - fù zérèn - take responsibility	verb	[sound:hsk1_负责.wav]
2332-V	HSK 4	负责人	fùzérén	person in charge; director	项目负责人 - xiàngmù fùzérén - Project manager<br>找负责人 - zhǎo fùzérén - Find the person in charge<br>主要负责人 - zhǔyào fùzérén - Main person in charge	noun,work,position	[sound:hsk4_负责人.wav]
2333-V	HSK 4	父子	fùzǐ	father and son	父子关系 - fùzǐ guānxi - Father-son relationship<br>父子俩 - fùzǐ liǎ - The father and the son<br>父子情 - fùzǐ qíng - Father-son bond	noun,family,relationship	[sound:hsk4_父子.wav]
2334-V	HSK 4	改	gǎi	change; modify	改变 - gǎibiàn - Change<br>改正错误 - gǎizhèng cuòwù - Correct mistakes<br>改天 - gǎitiān - Another day	verb,change,correction	[sound:hsk4_改.wav]
629-V	HSK 4	改变	gǎibiàn	change	改变主意 - gǎibiàn zhǔyì - change one's mind<br>改变生活 - gǎibiàn shēnghuó - change one's life	verb	[sound:hsk1_改变.wav]
2335-V	HSK 4	赶	gǎn	hurry; catch up	赶时间 - gǎn shíjiān - Be in a hurry<br>赶飞机 - gǎn fēijī - Rush for a flight<br>赶不上 - gǎn bú shàng - Unable to catch up	verb,time,speed	[sound:hsk4_赶.wav]
2336-V	HSK 4	敢	gǎn	dare	不敢 - bù gǎn - Not dare<br>敢说敢做 - gǎn shuō gǎn zuò - Dare to say and do<br>你敢吗？ - nǐ gǎn ma? - Do you dare?	verb,courage,boldness	[sound:hsk4_敢.wav]
2337-V	HSK 4	感	gǎn	feeling; sense	感觉 - gǎnjué - Feeling, sense<br>责任感 - zérèngǎn - Sense of responsibility<br>幸福感 - xìngfúgǎn - Sense of happiness	noun,verb,emotion	[sound:hsk4_感.wav]
11476-V	HSK 4	干	gān	dry	干燥 - gānzào - dry<br>干旱 - gānhàn - drought<br>干净 - gānjìng - clean	adjective	[sound:hsk4_干.wav]
2338-V	HSK 4	干杯	gānbēi	toast; cheers!	干杯！ - gānbēi! - Cheers!<br>为友谊干杯 - wèi yǒuyì gānbēi - Toast to friendship<br>大家干杯 - dàjiā gānbēi - Everyone toasts	verb,social,drink	[sound:hsk4_干杯.wav]
1359-V	HSK 4	感动	gǎndòng	touch; move emotionally	很感动 - hěn gǎndòng - Very touched<br>感动得哭了 - gǎndòng de kū le - Moved to tears<br>令人感动 - lìngrén gǎndòng - Touching	verb	[sound:hsk1_感动.wav]
2339-V	HSK 4	钢琴	gāngqín	piano	弹钢琴 - tán gāngqín - Play the piano<br>钢琴老师 - gāngqín lǎoshī - Piano teacher<br>学钢琴 - xué gāngqín - Learn to play piano	noun,music,instrument	[sound:hsk4_钢琴.wav]
2340-V	HSK 4	干活儿	gànhuór	work (physically)	干活儿很累 - gànhuór hěn lèi - Work is tiring<br>去干活儿 - qù gànhuór - Go to work<br>他正在干活儿 - tā zhèngzài gànhuór - He is working	verb,work,action	[sound:hsk4_干活儿.wav]
2341-V	HSK 4	赶紧	gǎnjǐn	quickly; hurry up	赶紧走 - gǎnjǐn zǒu - Leave quickly<br>赶紧做 - gǎnjǐn zuò - Do it quickly<br>赶紧回家 - gǎnjǐn huíjiā - Get home quickly	adverb,time,urgency	[sound:hsk4_赶紧.wav]
1319-V	HSK 4	感觉	gǎnjué	feel; sense	感觉很好 - gǎnjué hěn hǎo - It feels good<br>感觉到 - gǎnjué dào - I sense<br>感觉不对 - gǎnjué bú duì - It doesn't feel right	verb	[sound:hsk1_感觉.wav]
2342-V	HSK 4	赶快	gǎnkuài	quickly; fast	赶快来 - gǎnkuài lái - Come quickly<br>赶快吃 - gǎnkuài chī - Eat quickly<br>赶快走吧 - gǎnkuài zǒu ba - Let's go quickly	adverb,time,urgency	[sound:hsk4_赶快.wav]
2343-V	HSK 4	感情	gǎnqíng	feeling; emotion; relationship	感情很深 - gǎnqíng hěn shēn - Deep feelings<br>感情问题 - gǎnqíng wèntí - Emotional problems<br>培养感情 - péiyǎng gǎnqíng - Cultivate feelings	noun,emotion,relationship	[sound:hsk4_感情.wav]
2344-V	HSK 4	感人	gǎnrén	moving; touching	很感人 - hěn gǎnrén - Very moving<br>感人的故事 - gǎnrén de gùshi - Moving story<br>感人至深 - gǎnrén zhì shēn - Deeply moving	adjective,emotion,positive	[sound:hsk4_感人.wav]
2345-V	HSK 4	赶上	gǎnshàng	catch up; happen upon	赶上火车 - gǎnshàng huǒchē - Catch the train<br>赶上好时候 - gǎnshàng hǎo shíhou - Happen upon a good moment<br>终于赶上了 - zhōngyú gǎnshàng le - Finally caught up	verb,time,encounter	[sound:hsk4_赶上.wav]
2346-V	HSK 4	感受	gǎnshòu	feel; impression	感受到 - gǎnshòu dào - Feel<br>我的感受 - wǒ de gǎnshòu - My impression<br>真切感受 - zhēnqiè gǎnshòu - Truly feel	verb,noun,emotion	[sound:hsk4_感受.wav]
945-V	HSK 4	感谢	gǎnxiè	thank; be grateful	非常感谢 - fēicháng gǎnxiè - Very grateful<br>感谢你的帮助 - gǎnxiè nǐ de bāngzhù - Thank you for your help<br>表示感谢 - biǎoshì gǎnxiè - Express gratitude	verb,politeness	[sound:hsk1_感谢.wav]
2347-V	HSK 4	高价	gāojià	high price	高价出售 - gāojià chūshòu - Sell at a high price<br>高价商品 - gāojià shāngpǐn - Luxury products<br>以高价购买 - yǐ gāojià gòumǎi - Buy at a high price	noun,commerce,price	[sound:hsk4_高价.wav]
2348-V	HSK 4	高考	gāokǎo	university entrance exam (gaokao)	参加高考 - cānjiā gāokǎo - Take the gaokao<br>高考成绩 - gāokǎo chéngjì - Gaokao results<br>高考压力 - gāokǎo yālì - Gaokao pressure	noun,school,exam	[sound:hsk4_高考.wav]
2349-V	HSK 4	高速	gāosù	high speed	高速公路 - gāosù gōnglù - Highway<br>高速发展 - gāosù fāzhǎn - Rapid development<br>高速列车 - gāosù lièchē - High-speed train	adjective,noun,speed	[sound:hsk4_高速.wav]
2350-V	HSK 4	高温	gāowēn	high temperature	高温天气 - gāowēn tiānqì - Hot weather<br>高温警报 - gāowēn jǐngbào - Heat alert<br>注意高温 - zhùyì gāowēn - Beware of extreme heat	noun,weather,temperature	[sound:hsk4_高温.wav]
2351-V	HSK 4	高于	gāoyú	above; more than	高于平均 - gāoyú píngjūn - Above average<br>温度高于30度 - wēndù gāoyú 30 dù - Temperature above 30 degrees<br>价格高于预期 - jiàgé gāoyú yùqī - Price above expectations	verb,comparison,quantity	[sound:hsk4_高于.wav]
1067-V	HSK 4	各	gè	each (different)	各种 - gè zhǒng - different kinds<br>各地 - gè dì - from all places<br>各方面 - gè fāngmiàn - from various aspects	adverb	[sound:hsk1_各.wav]
2352-V	HSK 4	胳膊	gēbo	arm	胳膊疼 - gēbo téng - My arm hurts<br>抬起胳膊 - tái qǐ gēbo - Raise the arm<br>左胳膊 - zuǒ gēbo - Left arm	noun,body,anatomy	[sound:hsk4_胳膊.wav]
2353-V	HSK 4	各地	gèdì	everywhere; various places	全国各地 - quánguó gèdì - All over the country<br>各地的人 - gèdì de rén - People from everywhere<br>来自各地 - láizì gèdì - Coming from everywhere	noun,place,distribution	[sound:hsk4_各地.wav]
2354-V	HSK 4	各个	gègè	each; every	各个方面 - gègè fāngmiàn - Every aspect<br>各个国家 - gègè guójiā - Every country<br>各个部门 - gègè bùmén - Every department	pronoun,quantity,distribution	[sound:hsk4_各个.wav]
2355-V	HSK 4	更加	gèngjiā	even more	更加重要 - gèngjiā zhòngyào - Even more important<br>更加努力 - gèngjiā nǔlì - Even more effort<br>变得更加 - biàn de gèngjiā - Become even more	adverb,degree,comparison	[sound:hsk4_更加.wav]
2356-V	HSK 4	歌声	gēshēng	singing voice; song	美妙的歌声 - měimiào de gēshēng - Beautiful voice<br>听到歌声 - tīngdào gēshēng - Hear singing<br>歌声动人 - gēshēng dòngrén - Moving voice	noun,music,sound	[sound:hsk4_歌声.wav]
2357-V	HSK 4	歌手	gēshǒu	singer	有名的歌手 - yǒumíng de gēshǒu - Famous singer<br>流行歌手 - liúxíng gēshǒu - Pop singer<br>成为歌手 - chéngwéi gēshǒu - Become a singer	noun,music,profession	[sound:hsk4_歌手.wav]
2358-V	HSK 4	各位	gèwèi	everyone; ladies and gentlemen	各位好 - gèwèi hǎo - Hello everyone<br>各位同学 - gèwèi tóngxué - Dear students<br>各位来宾 - gèwèi láibīn - Dear guests	pronoun,politeness,group	[sound:hsk4_各位.wav]
2359-V	HSK 4	各种	gèzhǒng	all kinds of; various	各种各样 - gèzhǒng gèyàng - All sorts of<br>各种问题 - gèzhǒng wèntí - Various issues<br>各种方法 - gèzhǒng fāngfǎ - Different methods	pronoun,quantity,variety	[sound:hsk4_各种.wav]
2360-V	HSK 4	共	gòng	in total; together	一共 - yígòng - In total<br>共同 - gòngtóng - Together, common<br>共有 - gòngyǒu - Have in common	adverb,quantity,total	[sound:hsk4_共.wav]
2361-V	HSK 4	工厂	gōngchǎng	factory	在工厂工作 - zài gōngchǎng gōngzuò - Work at the factory<br>工厂生产 - gōngchǎng shēngchǎn - Factory production<br>大工厂 - dà gōngchǎng - Large factory	noun,place,industry	[sound:hsk4_工厂.wav]
2362-V	HSK 4	功夫	gōngfu	kung fu; time; effort	中国功夫 - zhōngguó gōngfu - Chinese kung fu<br>下功夫 - xià gōngfu - Make an effort<br>花功夫 - huā gōngfu - Spend time	noun,sport,time	[sound:hsk4_功夫.wav]
2363-V	HSK 4	公共	gōnggòng	public; communal	公共汽车 - gōnggòng qìchē - Public bus<br>公共场所 - gōnggòng chǎngsuǒ - Public place<br>公共设施 - gōnggòng shèshī - Public facilities	adjective,society,collective	[sound:hsk4_公共.wav]
2364-V	HSK 4	功课	gōngkè	homework; lessons	做功课 - zuò gōngkè - Do homework<br>功课很多 - gōngkè hěn duō - A lot of homework<br>完成功课 - wánchéng gōngkè - Finish homework	noun,school,work	[sound:hsk4_功课.wav]
1476-V	HSK 4	公里	gōnglǐ	kilometer	五公里 - wǔ gōnglǐ - five kilometers<br>每小时八十公里 - měi xiǎoshí bāshí gōnglǐ - eighty kilometers per hour<br>距离十公里 - jùlí shí gōnglǐ - distance ten kilometers	measure	[sound:hsk1_公里.wav]
2365-V	HSK 4	公路	gōnglù	road; highway	高速公路 - gāosù gōnglù - Highway<br>公路交通 - gōnglù jiāotōng - Road traffic<br>沿着公路 - yánzhe gōnglù - Along the road	noun,transport,road	[sound:hsk4_公路.wav]
529-V	HSK 4	工人	gōngrén	worker	工人们 - gōngrénmen - the workers<br>那个工人 - nàge gōngrén - that worker<br>工厂工人 - gōngchǎng gōngrén - factory worker	noun,work	[sound:hsk1_工人.wav]
2366-V	HSK 4	共同	gòngtóng	common; together	共同努力 - gòngtóng nǔlì - Joint efforts<br>共同的目标 - gòngtóng de mùbiāo - Common goal<br>共同生活 - gòngtóng shēnghuó - Live together	adjective,adverb,collective	[sound:hsk4_共同.wav]
868-V	HSK 4	工资	gōngzī	salary	发工资 - fā gōngzī - Receive one's salary<br>工资多少？ - gōngzī duōshao? - How much is the salary?<br>涨工资 - zhǎng gōngzī - Raise the salary	work,money	[sound:hsk1_工资.wav]
2367-V	HSK 4	够	gòu	enough; sufficient	够了 - gòu le - That's enough<br>不够好 - búgòu hǎo - Not good enough<br>钱够不够？ - qián gòu bú gòu? - Is the money enough?	adverb,adjective,quantity	[sound:hsk4_够.wav]
2368-V	HSK 4	购买	gòumǎi	buy; purchase	购买商品 - gòumǎi shāngpǐn - Buy products<br>网上购买 - wǎngshang gòumǎi - Buy online<br>购买力 - gòumǎilì - Purchasing power	verb,commerce,transaction	[sound:hsk4_购买.wav]
2369-V	HSK 4	购物	gòuwù	go shopping	去购物 - qù gòuwù - Go shopping<br>购物中心 - gòuwù zhōngxīn - Shopping mall<br>网上购物 - wǎngshang gòuwù - Online shopping	verb,noun,commerce	[sound:hsk4_购物.wav]
2370-V	HSK 4	挂	guà	hang; suspend	挂在墙上 - guà zài qiáng shàng - Hang on the wall<br>挂电话 - guà diànhuà - Hang up the phone<br>挂号 - guàhào - Register (hospital)	verb,action,placement	[sound:hsk4_挂.wav]
2371-V	HSK 4	管	guǎn	manage; take care of	管理 - guǎnlǐ - Manage<br>不管 - bùguǎn - No matter<br>管不了 - guǎn bù liǎo - Unable to control	verb,management,control	[sound:hsk4_管.wav]
2372-V	HSK 4	逛	guàng	stroll; wander	逛街 - guàngjiē - Go shopping<br>逛公园 - guàng gōngyuán - Stroll in the park<br>出去逛逛 - chūqù guàngguang - Go out for a walk	verb,leisure,movement	[sound:hsk4_逛.wav]
2373-V	HSK 4	光	guāng	light; only	阳光 - yángguāng - Sunlight<br>光是 - guāng shì - Only<br>月光 - yuèguāng - Moonlight	noun,adverb,physics	[sound:hsk4_光.wav]
2374-V	HSK 4	广播	guǎngbō	broadcast; radio	广播电台 - guǎngbō diàntái - Radio station<br>听广播 - tīng guǎngbō - Listen to the radio<br>广播通知 - guǎngbō tōngzhī - Loudspeaker announcement	noun,verb,media	[sound:hsk4_广播.wav]
1273-V	HSK 4	广告	guǎnggào	advertisement	手机上的广告太多了 - shǒujī shàng de guǎnggào tài duō le - There are too many ads on the phone<br>这个广告很有意思 - zhège guǎnggào hěn yǒu yìsi - This ad is interesting<br>他在做广告 - tā zài zuò guǎnggào - He is advertising<br>我不喜欢看广告 - wǒ bù xǐhuan kàn guǎnggào - I don't like watching ads<br>广告上说的不一定是真的 - guǎnggào shàng shuō de bú yídìng shì zhēn de - What ads say is not necessarily true	media	[sound:hsk1_广告.wav]
2375-V	HSK 4	关键	guānjiàn	key; crucial	关键问题 - guānjiàn wèntí - Key issue<br>关键时刻 - guānjiàn shíkè - Crucial moment<br>这是关键 - zhè shì guānjiàn - This is the key	noun,adjective,importance	[sound:hsk4_关键.wav]
2376-V	HSK 4	观看	guānkàn	watch; view	观看比赛 - guānkàn bǐsài - Watch a match<br>观看电影 - guānkàn diànyǐng - Watch a film<br>在线观看 - zàixiàn guānkàn - Watch online	verb,action,visual	[sound:hsk4_观看.wav]
1327-V	HSK 4	管理	guǎnlǐ	manage	管理公司 - guǎnlǐ gōngsī - manage a company<br>管理人员 - guǎnlǐ rényuán - management staff<br>管理经验 - guǎnlǐ jīngyàn - management experience	verb	[sound:hsk1_管理.wav]
1276-V	HSK 4	观众	guānzhòng	audience; spectators	今天观众很多 - jīntiān guānzhòng hěn duō - There are many spectators today<br>观众们都很开心 - guānzhòngmen dōu hěn kāixīn - All the spectators are happy<br>电视观众有几百万 - diànshì guānzhòng yǒu jǐ bǎi wàn - There are millions of TV viewers<br>观众站起来鼓掌 - guānzhòng zhàn qǐlái gǔzhǎng - The audience stood up to applaud<br>请观众安静 - qǐng guānzhòng ānjìng - The audience is asked to be quiet	leisure	[sound:hsk1_观众.wav]
1251-V	HSK 4	规定	guīdìng	regulations; rules	公司规定 - gōngsī guīdìng - Company regulations<br>按照规定 - ànzhào guīdìng - In accordance with the rules<br>遵守规定 - zūnshǒu guīdìng - Comply with the rules	work	[sound:hsk1_规定.wav]
2377-V	HSK 4	估计	gūjì	estimate; suppose	我估计 - wǒ gūjì - I estimate that<br>估计时间 - gūjì shíjiān - Estimate the time<br>大概估计 - dàgài gūjì - Rough estimate	verb,thought,approximation	[sound:hsk4_估计.wav]
2378-V	HSK 4	顾客	gùkè	customer; client	顾客是上帝 - gùkè shì shàngdì - The customer is king<br>招待顾客 - zhāodài gùkè - Welcome customers<br>老顾客 - lǎo gùkè - Regular customer	noun,commerce,person	[sound:hsk4_顾客.wav]
1388-V	HSK 4	鼓励	gǔlì	encourage	鼓励他 - gǔlì tā - encourage him<br>得到鼓励 - dédào gǔlì - receive encouragement<br>鼓励支持 - gǔlì zhīchí - encouragement and support	verb	[sound:hsk1_鼓励.wav]
2379-V	HSK 4	姑娘	gūniang	young woman; girl	漂亮的姑娘 - piàoliang de gūniang - Beautiful young woman<br>小姑娘 - xiǎo gūniang - Little girl<br>姑娘们 - gūniangmen - The girls	noun,person,age	[sound:hsk4_姑娘.wav]
2380-V	HSK 4	过程	guòchéng	process; course	学习过程 - xuéxí guòchéng - Learning process<br>在过程中 - zài guòchéng zhōng - In the course of the process<br>整个过程 - zhěnggè guòchéng - The whole process	noun,time,development	[sound:hsk4_过程.wav]
2381-V	HSK 4	国籍	guójí	nationality	你的国籍是什么？ - nǐ de guójí shì shénme? - What is your nationality?<br>中国国籍 - zhōngguó guójí - Chinese nationality<br>双重国籍 - shuāngchóng guójí - Dual nationality	noun,identity,country	[sound:hsk4_国籍.wav]
1256-V	HSK 4	国际	guójì	international	国际关系 - guójì guānxi - international relations<br>国际合作 - guójì hézuò - international cooperation<br>国际社会 - guójì shèhuì - international community	society	[sound:hsk1_国际.wav]
050-V	HSK 4	果汁	guǒzhī	fruit juice	喝果汁 - hē guǒzhī - Drink juice<br>橙汁 - chéngzhī - Orange juice<br>来一杯果汁 - lái yì bēi guǒzhī - Have a glass of juice<br>我喜欢喝苹果汁 - wǒ xǐhuan hē píngguǒzhī - I like drinking apple juice<br>鲜榨果汁 - xiānzhà guǒzhī - Freshly squeezed juice	drink,daily	[sound:hsk1_果汁.wav]
2382-V	HSK 4	故意	gùyì	on purpose; intentionally	故意的 - gùyì de - Done on purpose<br>不是故意的 - bú shì gùyì de - It wasn't on purpose<br>故意忽视 - gùyì hūshì - Deliberately ignore	adverb,intention,action	[sound:hsk4_故意.wav]
2383-V	HSK 4	害羞	hàixiū	shy; embarrassed	很害羞 - hěn hàixiū - Very shy<br>别害羞 - bié hàixiū - Don't be shy<br>害羞地笑 - hàixiū de xiào - Smile shyly	adjective,emotion,personality	[sound:hsk4_害羞.wav]
2384-V	HSK 4	海洋	hǎiyáng	ocean; sea	海洋生物 - hǎiyáng shēngwù - Marine life<br>太平洋 - tàipíngyáng - Pacific Ocean<br>保护海洋 - bǎohù hǎiyáng - Protect the ocean	noun,nature,geography	[sound:hsk4_海洋.wav]
2385-V	HSK 4	汗	hàn	sweat	出汗 - chū hàn - Sweat<br>满头大汗 - mǎn tóu dà hàn - Covered in sweat<br>汗水 - hànshuǐ - Sweat	noun,body,liquid	[sound:hsk4_汗.wav]
2386-V	HSK 4	喊	hǎn	shout; call out	大声喊 - dà shēng hǎn - Shout loudly<br>喊他过来 - hǎn tā guòlái - Call him to come over<br>喊救命 - hǎn jiùmìng - Cry for help	verb,communication,voice	[sound:hsk4_喊.wav]
2387-V	HSK 4	航班	hángbān	flight	航班号 - hángbān hào - Flight number<br>航班取消 - hángbān qǔxiāo - Flight cancelled<br>下一个航班 - xià yí gè hángbān - Next flight	noun,travel,airplane	[sound:hsk4_航班.wav]
2388-V	HSK 4	寒假	hánjià	winter vacation	寒假期间 - hánjià qījiān - During winter vacation<br>放寒假 - fàng hánjià - Be on winter vacation<br>寒假作业 - hánjià zuòyè - Winter vacation homework	noun,school,vacation	[sound:hsk4_寒假.wav]
2389-V	HSK 4	寒冷	hánlěng	cold; freezing	天气寒冷 - tiānqì hánlěng - It is cold<br>寒冷的冬天 - hánlěng de dōngtiān - Freezing winter<br>非常寒冷 - fēicháng hánlěng - Very cold	adjective,weather,temperature	[sound:hsk4_寒冷.wav]
2390-V	HSK 4	好处	hǎochù	advantage; benefit	有好处 - yǒu hǎochù - Be advantageous<br>对身体有好处 - duì shēntǐ yǒu hǎochù - Good for health<br>好处很多 - hǎochù hěn duō - Many advantages	noun,evaluation,positive	[sound:hsk4_好处.wav]
2391-V	HSK 4	好好	hǎohǎo	well; seriously	好好学习 - hǎohǎo xuéxí - Study well<br>好好休息 - hǎohǎo xiūxi - Rest well<br>好好想想 - hǎohǎo xiǎngxiang - Think carefully	adverb,manner,intensity	[sound:hsk4_好好.wav]
2392-V	HSK 4	好笑	hǎoxiào	funny; amusing	很好笑 - hěn hǎoxiào - Very funny<br>有什么好笑的？ - yǒu shénme hǎoxiào de? - What's so funny?<br>这个笑话好笑 - zhège xiàohua hǎoxiào - This joke is funny	adjective,humor,positive	[sound:hsk4_好笑.wav]
2393-V	HSK 4	合格	hégé	qualified; passing	考试合格 - kǎoshì hégé - Pass the exam<br>合格产品 - hégé chǎnpǐn - Compliant product<br>不合格 - bù hégé - Not qualified	adjective,evaluation,standard	[sound:hsk4_合格.wav]
2394-V	HSK 4	盒子	hézi	box	一个盒子 - yí gè hézi - A box<br>打开盒子 - dǎkāi hézi - Open the box<br>纸盒子 - zhǐ hézi - Cardboard box	noun,object,container	[sound:hsk4_盒子.wav]
2395-V	HSK 4	红包	hóngbāo	red envelope (money)	发红包 - fā hóngbāo - Give a red envelope<br>收红包 - shōu hóngbāo - Receive a red envelope<br>微信红包 - wēixìn hóngbāo - WeChat red envelope	noun,tradition,money	[sound:hsk4_红包.wav]
820-V	HSK 4	厚	hòu	thick	很厚 - hěn hòu - Very thick<br>书很厚 - shū hěn hòu - Thick book<br>厚衣服 - hòu yīfu - Thick clothes	adjective	[sound:hsk1_厚.wav]
1376-V	HSK 4	后悔	hòuhuǐ	regret	很后悔 - hěn hòuhuǐ - Very regrettable<br>后悔了 - hòuhuǐ le - Regret it<br>后悔莫及 - hòuhuǐ mòjí - Too late to regret	verb	[sound:hsk1_后悔.wav]
2396-V	HSK 4	坏处	huàichù	disadvantage; drawback	有坏处 - yǒu huàichù - Have disadvantages<br>对身体有坏处 - duì shēntǐ yǒu huàichù - Bad for health<br>坏处很多 - huàichù hěn duō - Many disadvantages	noun,evaluation,negative	[sound:hsk4_坏处.wav]
2397-V	HSK 4	怀疑	huáiyí	doubt; suspect	我怀疑 - wǒ huáiyí - I doubt<br>怀疑他 - huáiyí tā - Suspect him<br>值得怀疑 - zhíde huáiyí - Doubtful	verb,thought,uncertainty	[sound:hsk4_怀疑.wav]
2398-V	HSK 4	话剧	huàjù	stage play; theater	看话剧 - kàn huàjù - See a play<br>演话剧 - yǎn huàjù - Perform a play<br>话剧表演 - huàjù biǎoyǎn - Theater performance	noun,art,show	[sound:hsk4_话剧.wav]
1676-V	HSK 4	环保	huánbǎo	ecology; environmental protection	环保意识 - huánbǎo yìshí - environmental awareness<br>环保产品 - huánbǎo chǎnpǐn - eco-friendly products<br>环保措施 - huánbǎo cuòshī - environmental measures	environment	[sound:hsk1_环保.wav]
2399-V	HSK 4	换乘	huànchéng	transfer (transport)	换乘地铁 - huànchéng dìtiě - Change subway line<br>换乘站 - huànchéng zhàn - Transfer station<br>需要换乘 - xūyào huànchéng - Need to transfer	verb,transport,change	[sound:hsk4_换乘.wav]
1506-V	HSK 4	回复	huífù	reply; respond	回复邮件 - huífù yóujiàn - Reply to an email<br>回复消息 - huífù xiāoxi - Reply to messages<br>及时回复 - jíshí huífù - Reply promptly	communication	[sound:hsk1_回复.wav]
2400-V	HSK 4	回信	huíxìn	reply (by letter); response	请回信 - qǐng huíxìn - Please reply<br>收到回信 - shōudào huíxìn - Receive a reply<br>等待回信 - děngdài huíxìn - Wait for a reply	verb,noun,communication	[sound:hsk4_回信.wav]
2401-V	HSK 4	回忆	huíyì	memory; remember	美好的回忆 - měihǎo de huíyì - Happy memories<br>回忆过去 - huíyì guòqù - Remember the past<br>童年回忆 - tóngnián huíyì - Childhood memories	noun,verb,memory	[sound:hsk4_回忆.wav]
2402-V	HSK 4	会员	huìyuán	member	成为会员 - chéngwéi huìyuán - Become a member<br>会员卡 - huìyuán kǎ - Membership card<br>VIP会员 - VIP huìyuán - VIP member	noun,organization,membership	[sound:hsk4_会员.wav]
2403-V	HSK 4	互联网	hùliánwǎng	Internet	上互联网 - shàng hùliánwǎng - Go on the Internet<br>互联网时代 - hùliánwǎng shídài - Internet era<br>互联网公司 - hùliánwǎng gōngsī - Internet company	noun,technology,network	[sound:hsk4_互联网.wav]
2404-V	HSK 4	活	huó	alive; live	活着 - huó zhe - Be alive<br>生活 - shēnghuó - Life<br>活下去 - huó xiàqù - Keep on living	adjective,verb,life	[sound:hsk4_活.wav]
2405-V	HSK 4	货	huò	goods; merchandise	货物 - huòwù - Goods<br>送货 - sòng huò - Deliver<br>进货 - jìn huò - Restock	noun,commerce,object	[sound:hsk4_货.wav]
