ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
7624-V	HSK 7-9	怀旧	huáijiù	nostalgic; nostalgia; to look back with nostalgia	他很怀旧，总爱听老歌 - tā hěn huáijiù, zǒng ài tīng lǎogē - he's nostalgic and always loves listening to old songs<br>这家店走怀旧风 - zhè jiā diàn zǒu huáijiù fēng - this shop has a retro/nostalgic style<br>看到旧照片，<br>我突然怀旧起来 - kàndào jiù zhàopiàn, wǒ tūrán huáijiù qǐlái - seeing old photos, I suddenly felt a wave of nostalgia	adjectif / verbe	[sound:hsk7_怀旧.wav]
7625-V	HSK 7-9	槐树	huáishù	pagoda tree; Chinese scholar tree	院子里有一棵老槐树 - yuànzi lǐ yǒu yì kē lǎo huáishù - there is an old pagoda tree in the courtyard<br>槐树开花的时候很香 - huáishù kāihuā de shíhou hěn xiāng - when the pagoda tree blooms, it smells wonderful<br>他们在槐树下乘凉 - tāmen zài huáishù xià chéngliáng - they enjoy the cool shade under the pagoda tree	noun	[sound:hsk7_槐树.wav]
7626-V	HSK 7-9	滑稽	huájī	ridiculous; comical; funny (often "unintentionally")	他穿得太滑稽了 - tā chuān de tài huájī le - he's dressed in a ridiculously funny way<br>这个场面既尴尬又滑稽 - zhège chǎngmiàn jì gāngà yòu huájī - the scene is both awkward and comical<br>别把严肃的事弄得很滑稽 - bié bǎ yánsù de shì nòng de hěn huájī - don't make a serious matter look ridiculous	adjective	[sound:hsk7_滑稽.wav]
7627-V	HSK 7-9	化解	huàjiě	to dissolve; to resolve; to defuse (conflict, tension)	我们要想办法化解矛盾 - wǒmen yào xiǎng bànfǎ huàjiě máodùn - we need to find a way to resolve the conflict<br>他几句话就化解了尴尬 - tā jǐ jù huà jiù huàjiě le gāngà - with a few words, he defused the awkwardness<br>及时沟通能化解误会 - jíshí gōutōng néng huàjiě wùhuì - timely communication can clear up misunderstandings	verb	[sound:hsk7_化解.wav]
7628-V	HSK 7-9	花蕾	huālěi	bud (of a flower)	树上长满了花蕾 - shù shàng zhǎngmǎn le huālěi - the tree is covered in buds<br>花蕾快要开放了 - huālěi kuài yào kāifàng le - the buds are about to open<br>小心别碰掉花蕾 - xiǎoxīn bié pèng diào huālěi - be careful not to knock off the buds	noun	[sound:hsk7_花蕾.wav]
7629-V	HSK 7-9	华丽	huálì	splendid; elegant; flamboyant	她穿着华丽的礼服 - tā chuānzhe huálì de lǐfú - she is wearing a splendid evening gown<br>房间装修得很华丽 - fángjiān zhuāngxiū de hěn huálì - the room is decorated very lavishly<br>他的措辞很华丽但不够具体 - tā de cuòcí hěn huálì dàn búgòu jùtǐ - his words are flamboyant but not specific enough	adjective	[sound:hsk7_华丽.wav]
7630-V	HSK 7-9	画龙点睛	huàlóng-diǎnjīng	to add the finishing touch; the detail that makes all the difference (lit. "paint the dragon and add the eyes")	这句结尾真是画龙点睛 - zhè jù jiéwěi zhēn shì huàlóngdiǎnjīng - this concluding line is the perfect finishing touch<br>加一张图就能画龙点睛 - jiā yì zhāng tú jiù néng huàlóngdiǎnjīng - adding one image is enough to make everything shine<br>他的建议起到了画龙点睛的作用 - tā de jiànyì qǐ dào le huàlóngdiǎnjīng de zuòyòng - his suggestion played a decisive role, like the perfect finishing touch	expression (verbe)	[sound:hsk7_画龙点睛.wav]
7631-V	HSK 7-9	缓	huǎn	to slow down; to ease; to put off	车速慢一点，缓一缓 - chēsù màn yìdiǎn, huǎn yì huǎn - slow down a little<br>喝点水能缓解喉咙痛 - hē diǎn shuǐ néng huǎnjiě hóulóng tòng - drinking some water can ease a sore throat<br>这事先缓着，<br>明天再说 - zhè shì xiān huǎn zhe, míngtiān zài shuō - let's put this on hold for now, we'll talk about it tomorrow	verb	[sound:hsk7_缓.wav]
7632-V	HSK 7-9	环比	huánbǐ	period-over-period comparison (often month-over-month)	本月销量环比增长10% - běn yuè xiāoliàng huánbǐ zēngzhǎng shí fēnzhī - this month's sales grew 10% compared to last month<br>环比下降不代表趋势变了 - huánbǐ xiàjiàng bù dàibiǎo qūshì biàn le - a period-over-period decline doesn't mean the trend has changed<br>请给我环比和同比的数据 - qǐng gěi wǒ huánbǐ hé tóngbǐ de shùjù - give me both the month-over-month and year-over-year figures	noun	[sound:hsk7_环比.wav]
7633-V	HSK 7-9	焕发	huànfā	to radiate; to regain vibrancy; to revive	运动后他焕发精神 - yùndòng hòu tā huànfā jīngshén - after exercising, he radiated energy<br>她的笑容让人焕发希望 - tā de xiàoróng ràng rén huànfā xīwàng - her smile revives hope in others<br>新政策使市场焕发生机 - xīn zhèngcè shǐ shìchǎng huànfā shēngjī - the new policy has breathed new life into the market	verb	[sound:hsk7_焕发.wav]
7634-V	HSK 7-9	晃2	huàng	to dazzle; to flash; to pass in a flash	晃 - huàng - to dazzle; to glitter<br>一晃 - yíhuàng - in an instant<br>晃荡 - huàngdang - to wander; to loaf around	verb,time,movement	[sound:hsk7_晃1.wav]
7635-V	HSK 7-9	晃1	huǎng	to shake; to sway (movement)	晃 - huǎng - to shake; to sway<br>摇晃 - yáohuàng - to shake; to rock<br>晃荡 - huàngdang - to wander; to swing	verb,movement,action	[sound:hsk7_晃2.wav]
7635-V	HSK 7-9	荒	huāng	wasteland; fallow; desolate; absurd (informal)	这片荒地没人种 - zhè piàn huāngdì méi rén zhòng - this wasteland is uncultivated<br>这里太荒凉了 - zhèlǐ tài huāngliáng le - it's very desolate here<br>别荒了，<br>赶紧干活 - bié huāng le, gǎnjǐn gànhuó - stop fooling around, get to work	nom / adjectif / verbe (fam.)	[sound:hsk7_荒.wav]
7636-V	HSK 7-9	慌	huāng	panicked; in a panic; to be flustered	听到消息他有点慌 - tīngdào xiāoxi tā yǒudiǎn huāng - hearing the news, he got a little flustered<br>别慌，<br>我们慢慢来 - bié huāng, wǒmen mànman lái - don't panic, let's take it slow<br>我一慌就说错了 - wǒ yì huāng jiù shuō cuò le - whenever I panic, I say the wrong thing	adjectif / verbe	[sound:hsk7_慌.wav]
7637-V	HSK 7-9	荒诞	huāngdàn	absurd; grotesque; implausible	这个说法太荒诞了 - zhège shuōfǎ tài huāngdàn le - this claim is too absurd<br>他编了一个荒诞的故事 - tā biān le yí gè huāngdàn de gùshi - he invented an implausible story<br>荒诞喜剧常常讽刺现实 - huāngdàn xǐjù chángcháng fěngcì xiànshí - absurdist comedy often satirizes reality	adjective	[sound:hsk7_荒诞.wav]
7638-V	HSK 7-9	晃荡	huàngdang	to wander; to loaf around; to sway back and forth	他整天在街上晃荡 - tā zhěngtiān zài jiē shàng huàngdang - he wanders the streets all day<br>别在这儿晃荡了，<br>回家吧 - bié zài zhèr huàngdang le, huíjiā ba - stop hanging around here, go home<br>灯泡晃荡得厉害 - dēngpào huàngdang de lìhai - the light bulb is swaying a lot	verb	[sound:hsk7_晃荡.wav]
7639-V	HSK 7-9	皇宫	huánggōng	imperial palace	我们参观了古代皇宫 - wǒmen cānguān le gǔdài huánggōng - we visited an ancient imperial palace<br>皇宫里有很多宫殿 - huánggōng lǐ yǒu hěn duō gōngdiàn - there are many pavilions in the palace<br>这座皇宫见证了历史 - zhè zuò huánggōng jiànzhèng le lìshǐ - this imperial palace has witnessed history	noun	[sound:hsk7_皇宫.wav]
7640-V	HSK 7-9	皇后	huánghòu	empress; queen (depending on historical context)	史书里记载了这位皇后 - shǐshū lǐ jìzǎi le zhè wèi huánghòu - the historical records mention this empress<br>皇后在宫中地位很高 - huánghòu zài gōng zhōng dìwèi hěn gāo - the empress holds a very high status at court<br>她在戏里扮演皇后 - tā zài xì lǐ bànyǎn huánghòu - she plays the role of the empress in the play	noun	[sound:hsk7_皇后.wav]
7641-V	HSK 7-9	谎话	huǎnghuà	lie; false words	别信他的谎话 - bié xìn tā de huǎnghuà - don't believe his lies<br>他一紧张就说谎话 - tā yì jǐnzhāng jiù shuō huǎnghuà - whenever he gets nervous, he tells lies<br>谎话迟早会被揭穿 - huǎnghuà chízǎo huì bèi jiēchuān - a lie will sooner or later be exposed	noun	[sound:hsk7_谎话.wav]
7642-V	HSK 7-9	黄昏	huánghūn	dusk; twilight; nightfall	我们黄昏时到达 - wǒmen huánghūn shí dàodá - we arrived at dusk<br>黄昏的海边很安静 - huánghūn de hǎibiān hěn ānjìng - the seaside is very quiet at dusk<br>天一到黄昏就冷了 - tiān yí dào huánghūn jiù lěng le - as soon as dusk falls, it gets cold	noun	[sound:hsk7_黄昏.wav]
7643-V	HSK 7-9	荒凉	huāngliáng	desolate; barren; abandoned	冬天的草原很荒凉 - dōngtiān de cǎoyuán hěn huāngliáng - the steppe is very desolate in winter<br>这里看起来荒凉没人烟 - zhèlǐ kàn qǐlái huāngliáng méi rényān - this place looks desolate, not a soul in sight<br>房子空着显得很荒凉 - fángzi kōng zhe xiǎnde hěn huāngliáng - the empty house looks quite abandoned	adjective	[sound:hsk7_荒凉.wav]
7644-V	HSK 7-9	慌乱	huāngluàn	panicked; flustered; chaotic (from panic)	现场一片慌乱 - xiànchǎng yí piàn huāngluàn - on the scene it was total chaos<br>他慌乱中把钥匙丢了 - tā huāngluàn zhōng bǎ yàoshi diū le - in the panic, he lost his keys<br>遇到问题别慌乱 - yùdào wèntí bié huāngluàn - when faced with a problem, don't panic	nom / adjectif	[sound:hsk7_慌乱.wav]
7645-V	HSK 7-9	慌忙	huāngmáng	in a rush; hastily (often with panic)	他慌忙穿上外套就跑 - tā huāngmáng chuānshàng wàitào jiù pǎo - he hastily put on his coat and ran<br>我慌忙把文件收起来 - wǒ huāngmáng bǎ wénjiàn shōu qǐlái - I put the documents away in a rush<br>她慌忙解释但越说越乱 - tā huāngmáng jiěshì dàn yuè shuō yuè luàn - she explained in a rush, but the more she spoke, the more confused it got	adverbe / verbe	[sound:hsk7_慌忙.wav]
7646-V	HSK 7-9	荒谬	huāngmiù	absurd; ridiculous; outrageous	这个结论太荒谬 - zhège jiélùn tài huāngmiù - this conclusion is absurd<br>把责任推给他很荒谬 - bǎ zérèn tuī gěi tā hěn huāngmiù - blaming him is outrageous<br>听起来荒谬，<br>其实有道理 - tīng qǐlái huāngmiù, qíshí yǒu dàolǐ - it sounds absurd, but it actually makes sense	adjective	[sound:hsk7_荒谬.wav]
7647-V	HSK 7-9	恍然大悟	huǎngrán-dàwù	to suddenly understand; to have a eureka moment	听你这么一说我恍然大悟 - tīng nǐ zhème yì shuō wǒ huǎngrán dàwù - hearing you say that, I suddenly understood<br>看了提示他才恍然大悟 - kàn le tíshì tā cái huǎngrán dàwù - he only had the realization after seeing the hint<br>她解释完我就恍然大悟了 - tā jiěshì wán wǒ jiù huǎngrán dàwù le - after her explanation, I had a sudden revelation	expression	[sound:hsk7_恍然大悟.wav]
7648-V	HSK 7-9	皇上	huángshang	the Emperor (form of address; historical term)	皇上召见大臣 - huángshang zhàojiàn dàchén - the Emperor summoned his ministers<br>他在剧里叫皇上万岁 - tā zài jù lǐ jiào huángshang wànsuì - in the drama, he shouts "long live the Emperor"<br>古代百姓不敢直视皇上 - gǔdài bǎixìng bù gǎn zhíshì huángshang - in ancient times, common people dared not look the Emperor in the eye	noun	[sound:hsk7_皇上.wav]
7649-V	HSK 7-9	皇室	huángshì	royal family; imperial family	皇室成员出席了典礼 - huángshì chéngyuán chūxí le diǎnlǐ - members of the royal/imperial family attended the ceremony<br>这段历史与皇室有关 - zhè duàn lìshǐ yǔ huángshì yǒuguān - this period of history is connected to the imperial family<br>皇室的礼仪很复杂 - huángshì de lǐyí hěn fùzá - court etiquette is very complex	noun	[sound:hsk7_皇室.wav]
7650-V	HSK 7-9	荒唐	huāngtáng	absurd; outrageous; ridiculous (behavior, decision)	这要求太荒唐了 - zhè yāoqiú tài huāngtáng le - this demand is absurd<br>他做了件很荒唐的事 - tā zuò le jiàn hěn huāngtáng de shì - he did something ridiculous<br>别说这种荒唐话 - bié shuō zhè zhǒng huāngtáng huà - don't say such absurd things	adjective	[sound:hsk7_荒唐.wav]
7651-V	HSK 7-9	谎言	huǎngyán	lie; falsehood	谎言说多了就露馅 - huǎngyán shuō duō le jiù lòuxiàn - tell too many lies and you'll end up exposed<br>真相揭穿了谎言 - zhēnxiàng jiēchuān le huǎngyán - the truth exposed the lie<br>他用谎言掩盖错误 - tā yòng huǎngyán yǎngài cuòwù - he covered up his mistake with lies	noun	[sound:hsk7_谎言.wav]
7652-V	HSK 7-9	慌张	huāngzhāng	panicked; flustered	他突然有点慌张 - tā tūrán yǒudiǎn huāngzhāng - he suddenly got a bit flustered<br>别慌张，<br>慢慢说 - bié huāngzhāng, mànman shuō - don't panic, speak slowly<br>她看起来很慌张 - tā kàn qǐlái hěn huāngzhāng - she looks very flustered	adjective	[sound:hsk7_慌张.wav]
7653-V	HSK 7-9	缓和	huǎnhé	to ease; to calm; to relax (atmosphere, relations)	我们先缓和一下气氛 - wǒmen xiān huǎnhé yíxià qìfēn - let's first ease the atmosphere<br>争吵后他们的关系缓和了 - zhēngchǎo hòu tāmen de guānxì huǎnhé le - after the argument, their relationship eased<br>吃点药能缓和疼痛 - chī diǎn yào néng huǎnhé téngtòng - taking medicine can ease the pain	verb	[sound:hsk7_缓和.wav]
7654-V	HSK 7-9	欢呼	huānhū	to cheer; to shout for joy	球队进球后大家欢呼起来 - qiúduì jìnqiú hòu dàjiā huānhū qǐlái - after the team scored, everyone cheered<br>人群在欢呼他的名字 - rénqún zài huānhū tā de míngzì - the crowd is cheering his name<br>听到好消息她高兴得欢呼 - tīngdào hǎo xiāoxi tā gāoxìng de huānhū - hearing the good news, she cheered with joy	verb	[sound:hsk7_欢呼.wav]
7655-V	HSK 7-9	欢聚	huānjù	to gather joyfully; to reunite (in celebration)	春节一家人欢聚一堂 - chūnjié yì jiā rén huānjù yìtáng - for the New Year, the family gathers together joyfully<br>老同学多年后欢聚 - lǎo tóngxué duōnián hòu huānjù - old classmates reunite after many years<br>他们周末常常欢聚聊天 - tāmen zhōumò chángcháng huānjù liáotiān - on weekends, they often get together to chat	verb	[sound:hsk7_欢聚.wav]
7656-V	HSK 7-9	幻觉	huànjué	hallucination; illusion (sensory)	他发烧时出现幻觉 - tā fāshāo shí chūxiàn huànjué - he had hallucinations when he had a fever<br>别把幻觉当现实 - bié bǎ huànjué dāng xiànshí - don't mistake a hallucination for reality<br>这种药可能引起幻觉 - zhè zhǒng yào kěnéng yǐnqǐ huànjué - this medication may cause hallucinations	noun	[sound:hsk7_幻觉.wav]
7657-V	HSK 7-9	欢快	huānkuài	joyful; cheerful; light (atmosphere, rhythm)	音乐节奏很欢快 - yīnyuè jiézòu hěn huānkuài - the rhythm of the music is very upbeat<br>孩子们欢快地跑来跑去 - háizimen huānkuài de pǎo lái pǎo qù - the children run around joyfully<br>她用欢快的语气说话 - tā yòng huānkuài de yǔqì shuōhuà - she speaks in a cheerful tone	adjective	[sound:hsk7_欢快.wav]
7658-V	HSK 7-9	唤起	huànqǐ	to evoke; to stir; to revive (memory, emotion)	这首歌唤起了我的回忆 - zhè shǒu gē huànqǐ le wǒ de huíyì - this song brought back my memories<br>他的故事唤起大家的同情 - tā de gùshi huànqǐ dàjiā de tóngqíng - his story stirred everyone's compassion<br>气味能唤起童年的感觉 - qìwèi néng huànqǐ tóngnián de gǎnjué - a smell can evoke a feeling from childhood	verb	[sound:hsk7_唤起.wav]
7659-V	HSK 7-9	环球	huánqiú	global; worldwide; around the world	他做过一次环球旅行 - tā zuò guò yí cì huánqiú lǚxíng - he has done a round-the-world trip<br>这是一家环球公司 - zhè shì yì jiā huánqiú gōngsī - this is a global company<br>环球气候正在变化 - huánqiú qìhòu zhèngzài biànhuà - the global climate is changing	adjectif / nom	[sound:hsk7_环球.wav]
7660-V	HSK 7-9	换取	huànqǔ	to obtain in exchange; to trade for	他用积分换取礼品 - tā yòng jīfēn huànqǔ lǐpǐn - he exchanged his points for a gift<br>我们用时间换取经验 - wǒmen yòng shíjiān huànqǔ jīngyàn - we trade time for experience<br>别为了面子换取麻烦 - bié wèile miànzi huànqǔ máfan - don't invite trouble just to save face	verb	[sound:hsk7_换取.wav]
7661-V	HSK 7-9	焕然一新	huànrán-yìxīn	completely renewed; brand new; transformed	房间收拾后焕然一新 - fángjiān shōushi hòu huànrán yìxīn - after tidying up, the room looks brand new<br>换了新系统，<br>网站焕然一新 - huàn le xīn xìtǒng, wǎngzhàn huànrán yìxīn - with the new system, the website is transformed<br>他剪了头发，<br>看起来焕然一新 - tā jiǎn le tóufa, kàn qǐlái huànrán yìxīn - he got a haircut and looks like a new person	expression (adjectif)	[sound:hsk7_焕然一新.wav]
7662-V	HSK 7-9	环绕	huánrào	to encircle; to surround; to orbit	群山环绕着小城 - qúnshān huánrào zhe xiǎochéng - mountains surround the small town<br>卫星环绕地球运行 - wèixīng huánrào dìqiú yùnxíng - satellites orbit the Earth<br>话题总是环绕着钱 - huàtí zǒngshì huánrào zhe qián - the topic always revolves around money	verb	[sound:hsk7_环绕.wav]
7663-V	HSK 7-9	欢声笑语	huānshēng-xiàoyǔ	laughter and joy; lively atmosphere	屋里充满欢声笑语 - wū lǐ chōngmǎn huānshēng-xiàoyǔ - the house is full of laughter and joy<br>校园里到处是欢声笑语 - xiàoyuán lǐ dàochù shì huānshēng-xiàoyǔ - laughter can be heard everywhere on campus<br>孩子们的欢声笑语很治愈 - háizimen de huānshēng-xiàoyǔ hěn zhìyù - the laughter of children is very heartwarming	expression (nom)	[sound:hsk7_欢声笑语.wav]
7664-V	HSK 7-9	唤醒	huànxǐng	to wake up; to awaken (consciousness, memory)	闹钟把我唤醒了 - nàozhōng bǎ wǒ huànxǐng le - the alarm woke me up<br>这篇文章唤醒了大家的环保意识 - zhè piān wénzhāng huànxǐng le dàjiā de huánbǎo yìshí - this article awakened everyone's environmental awareness<br>气味唤醒了沉睡的记忆 - qìwèi huànxǐng le chénshuì de jìyì - a scent awakened dormant memories	verb	[sound:hsk7_唤醒.wav]
7665-V	HSK 7-9	幻影	huànyǐng	apparition; illusory figure; mirage (fig.)	远处像有个人影，其实是幻影 - yuǎnchù xiàng yǒu gè rényǐng, qíshí shì huànyǐng - there seems to be a figure in the distance, but it's just an illusion<br>恐惧常常是自己制造的幻影 - kǒngjù chángcháng shì zìjǐ zhìzào de huànyǐng - fear is often a mirage we create for ourselves<br>舞台灯光下出现了幻影效果 - wǔtái dēngguāng xià chūxiàn le huànyǐng xiàoguǒ - under the stage lights, an apparition effect appeared	noun	[sound:hsk7_幻影.wav]
7666-V	HSK 7-9	华侨	huáqiáo	overseas Chinese (expatriate)	他家是老华侨 - tā jiā shì lǎo huáqiáo - his family has been overseas Chinese for a long time<br>很多华侨回国投资 - hěn duō huáqiáo huíguó tóuzī - many overseas Chinese return to invest in their home country<br>华侨社团很团结 - huáqiáo shètuán hěn tuánjié - overseas Chinese associations are very united	noun	[sound:hsk7_华侨.wav]
7667-V	HSK 7-9	哗然	huárán	to cause an uproar; to be in an uproar; public outrage (collective reaction)	听到这个消息大家一片哗然 - tīngdào zhège xiāoxi dàjiā yí piàn huárán - on hearing the news, everyone was in an uproar<br>他说完这句话，<br>全场哗然 - tā shuō wán zhè jù huà, quánchǎng huárán - after he said that, the whole room was in an uproar<br>这个决定引起社会哗然 - zhège juédìng yǐnqǐ shèhuì huárán - this decision caused public outrage	verbe / adjectif	[sound:hsk7_哗然.wav]
7668-V	HSK 7-9	华人	huárén	person of Chinese origin; Chinese (ethnic/cultural sense, often diaspora)	这里住着很多华人 - zhèlǐ zhù zhe hěn duō huárén - many people of Chinese origin live here<br>海外华人过春节很热闹 - hǎiwài huárén guò chūnjié hěn rènào - the New Year celebrations are lively among overseas Chinese<br>他是法国华人 - tā shì Fǎguó huárén - he is a French person of Chinese origin	noun	[sound:hsk7_华人.wav]
7669-V	HSK 7-9	化身	huàshēn	incarnation; to transform into; to embody	他化身为导游 - tā huàshēn wéi dǎoyóu - he transformed into a tour guide<br>她是温柔的化身 - tā shì wēnróu de huàshēn - she is the embodiment of gentleness<br>电影里他化身英雄拯救世界 - diànyǐng lǐ tā huàshēn yīngxióng zhěngjiù shìjiè - in the film, he becomes a hero and saves the world	nom / verbe	[sound:hsk7_化身.wav]
7670-V	HSK 7-9	画蛇添足	huàshé-tiānzú	to overdo it; to add something unnecessary (and ruin it)	你这解释有点画蛇添足 - nǐ zhè jiěshì yǒudiǎn huàshé-tiānzú - your explanation is a bit over the top, it's unnecessary<br>简单点就好，<br>别画蛇添足 - jiǎndān diǎn jiù hǎo, bié huàshé-tiānzú - keep it simple, don't add unnecessary things<br>加太多特效反而画蛇添足 - jiā tài duō tèxiào fǎn'ér huàshé-tiānzú - adding too many special effects is actually overdoing it and ruins the result	expression	[sound:hsk7_画蛇添足.wav]
7671-V	HSK 7-9	划时代	huàshídài	epoch-making; revolutionary; landmark	这项发明是划时代的 - zhè xiàng fāmíng shì huàshídài de - this invention was epoch-making<br>它带来了划时代的变化 - tā dàilái le huàshídài de biànhuà - it brought a revolutionary change<br>划时代的作品不多见 - huàshídài de zuòpǐn bù duōjiàn - truly landmark works are rare	adjective	[sound:hsk7_划时代.wav]
7672-V	HSK 7-9	划算	huásuàn	a good deal; cost-effective; worth it	这个价格很划算 - zhège jiàgé hěn huásuàn - this price is a good deal<br>买两件更划算 - mǎi liǎng jiàn gèng huásuàn - buying two is more cost-effective<br>这样做不太划算 - zhèyàng zuò bù tài huásuàn - doing it this way isn't very cost-effective	adjective	[sound:hsk7_划算.wav]
7673-V	HSK 7-9	滑梯	huátī	slide (playground)	孩子们在滑梯上玩 - háizimen zài huátī shàng wán - the children are playing on the slide<br>排队才能玩滑梯 - páiduì cái néng wán huátī - you have to line up to use the slide<br>他从滑梯上滑下来 - tā cóng huátī shàng huá xiàlái - he slid down the slide	noun	[sound:hsk7_滑梯.wav]
7674-V	HSK 7-9	花纹	huāwén	pattern; design; texture (on fabric, object)	这件衣服的花纹很好看 - zhè jiàn yīfu de huāwén hěn hǎokàn - the pattern on this garment is beautiful<br>瓷器上有细致的花纹 - cíqì shàng yǒu xìzhì de huāwén - there are delicate patterns on the porcelain<br>别选太花的花纹 - bié xuǎn tài huā de huāwén - don't choose a pattern that's too busy	noun	[sound:hsk7_花纹.wav]
7675-V	HSK 7-9	化险为夷	huàxiǎnwéiyí	to escape danger; to turn danger into safety; to come through unscathed	多亏他冷静处理，才化险为夷 - duōkuī tā lěngjìng chǔlǐ, cái huàxiǎnwéiyí - thanks to his composure, we came through unscathed<br>遇到危机要想办法化险为夷 - yùdào wēijī yào xiǎng bànfǎ huàxiǎnwéiyí - in a crisis, you need to find a way to turn things around<br>这次旅行差点出事，<br>但最后化险为夷 - zhè cì lǚxíng chàdiǎn chūshì, dàn zuìhòu huàxiǎnwéiyí - this trip nearly went wrong, but everything worked out in the end	expression	[sound:hsk7_化险为夷.wav]
1694-V	HSK 7-9	化验	huàyàn	medical test; lab analysis	验血化验 - yànxuè huàyàn - blood test<br>化验报告 - huàyàn bàogào - lab report<br>化验室 - huàyànshì - laboratory	health	[sound:hsk1_化验.wav]
7676-V	HSK 7-9	花样	huāyàng	pattern; variety; style; trick (as in "pulling tricks")	这件衣服花样很多 - zhè jiàn yīfu huāyàng hěn duō - this garment has many patterns/styles<br>他做菜花样特别多 - tā zuò cài huāyàng tèbié duō - he has tons of creative variations in cooking<br>别跟我耍花样 - bié gēn wǒ shuǎ huāyàng - don't play tricks on me	noun	[sound:hsk7_花样.wav]
7677-V	HSK 7-9	华裔	huáyì	of Chinese descent (often diaspora)	她是华裔法国人 - tā shì huáyì Fǎguó rén - she is French of Chinese descent<br>很多华裔在海外长大 - hěn duō huáyì zài hǎiwài zhǎngdà - many people of Chinese descent grow up abroad<br>这位华裔作家很有名 - zhè wèi huáyì zuòjiā hěn yǒumíng - this author of Chinese descent is very well known	nom / adjectif	[sound:hsk7_华裔.wav]
7678-V	HSK 7-9	话语	huàyǔ	words; speech; what one says	他的话语很温和 - tā de huàyǔ hěn wēnhé - his words are very gentle<br>一句话语就能伤人 - yí jù huàyǔ jiù néng shāng rén - a single sentence can hurt someone<br>她用话语安慰了我 - tā yòng huàyǔ ānwèi le wǒ - she comforted me with her words	noun	[sound:hsk7_话语.wav]
7679-V	HSK 7-9	互补	hùbǔ	complementary; to complement each other	我们的性格很互补 - wǒmen de xìnggé hěn hùbǔ - our personalities complement each other well<br>两种方法可以互补使用 - liǎng zhǒng fāngfǎ kěyǐ hùbǔ shǐyòng - these two methods can be used in a complementary way<br>优势互补才能合作顺利 - yōushì hùbǔ cái néng hézuò shùnlì - complementing each other's strengths is what makes cooperation work well	verbe / adjectif	[sound:hsk7_互补.wav]
7680-V	HSK 7-9	呼唤	hūhuàn	to call; to invoke; to call for	她在门口呼唤孩子 - tā zài ménkǒu hūhuàn háizi - she calls the child at the door<br>这座城市呼唤改变 - zhè zuò chéngshì hūhuàn gǎibiàn - this city is calling for change<br>他在黑暗中大声呼唤 - tā zài hēi'àn zhōng dàshēng hūhuàn - in the dark, he called out loudly	verb	[sound:hsk7_呼唤.wav]
7681-V	HSK 7-9	毁	huǐ	to destroy; to ruin; to damage	别把书毁了 - bié bǎ shū huǐ le - don't damage the book<br>这场火把房子都毁了 - zhè chǎng huǒ bǎ fángzi dōu huǐ le - the fire destroyed the house<br>他一句话差点毁了我们的计划 - tā yí jù huà chàdiǎn huǐ le wǒmen de jìhuà - one sentence nearly ruined our plan	verb	[sound:hsk7_毁.wav]
7682-V	HSK 7-9	回避	huíbì	to avoid; to evade; to dodge	他回避了这个问题 - tā huíbì le zhège wèntí - he avoided this question<br>别回避责任 - bié huíbì zérèn - don't dodge your responsibilities<br>我们必须面对而不是回避 - wǒmen bìxū miànduì ér bùshì huíbì - we must face it, not run from it	verb	[sound:hsk7_回避.wav]
7683-V	HSK 7-9	会场	huìchǎng	venue; meeting hall (conference, meeting)	会场里坐满了人 - huìchǎng lǐ zuòmǎn le rén - the hall was full<br>请保持会场安静 - qǐng bǎochí huìchǎng ānjìng - please keep quiet in the hall<br>他负责布置会场 - tā fùzé bùzhì huìchǎng - he is in charge of setting up the venue	noun	[sound:hsk7_会场.wav]
7684-V	HSK 7-9	回归	huíguī	to return to; to go back; return (to normal, to basics)	他决定回归家乡 - tā juédìng huíguī jiāxiāng - he decided to return to his hometown<br>生活逐渐回归正常 - shēnghuó zhújiàn huíguī zhèngcháng - life is gradually returning to normal<br>我们需要回归基本原则 - wǒmen xūyào huíguī jīběn yuánzé - we need to go back to basic principles	verbe / nom	[sound:hsk7_回归.wav]
7685-V	HSK 7-9	回合	huíhé	round; heat (combat, game); exchange	第一回合他就领先了 - dì-yī huíhé tā jiù lǐngxiān le - he took the lead from the first round<br>我们再来一个回合 - wǒmen zài lái yí gè huíhé - let's do one more round<br>双方经过几个回合的谈判 - shuāngfāng jīngguò jǐ gè huíhé de tánpàn - the two parties negotiated through several rounds	noun	[sound:hsk7_回合.wav]
7686-V	HSK 7-9	汇合	huìhé	to meet; to converge; to gather	两条河在这里汇合 - liǎng tiáo hé zài zhèlǐ huìhé - two rivers converge here<br>我们在地铁站汇合 - wǒmen zài dìtiězhàn huìhé - we'll meet up at the subway station<br>队伍在广场汇合出发 - duìwǔ zài guǎngchǎng huìhé chūfā - the group gathers at the square before setting off	verb	[sound:hsk7_汇合.wav]
7687-V	HSK 7-9	悔恨	huǐhèn	deep regret; remorse	他对自己的选择很悔恨 - tā duì zìjǐ de xuǎnzé hěn huǐhèn - he deeply regrets his choice<br>做错事就该悔恨并改正 - zuò cuò shì jiù gāi huǐhèn bìng gǎizhèng - if you've done wrong, you should feel remorse and correct it<br>她悔恨当时没珍惜 - tā huǐhèn dāngshí méi zhēnxī - she deeply regrets not having appreciated it at the time	nom / verbe	[sound:hsk7_悔恨.wav]
