ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
2363-V	HSK 4	公共	gōnggòng	public, commun	公共汽车 - gōnggòng qìchē - Bus public<br>公共场所 - gōnggòng chǎngsuǒ - Lieu public<br>公共设施 - gōnggòng shèshī - Installations publiques	adjectif,société,collectif	[sound:hsk4_公共.wav]
2364-V	HSK 4	功课	gōngkè	devoirs, leçons	做功课 - zuò gōngkè - Faire ses devoirs<br>功课很多 - gōngkè hěn duō - Beaucoup de devoirs<br>完成功课 - wánchéng gōngkè - Finir ses devoirs	nom,école,travail	[sound:hsk4_功课.wav]
1476-V	HSK 4	公里	gōnglǐ	kilomètre	五公里 - wǔ gōnglǐ - cinq kilomètres<br>每小时八十公里 - měi xiǎoshí bāshí gōnglǐ - soixante-dix-neuf kilomètres par heure<br>距离十公里 - jùlí shí gōnglǐ - distance dix kilomètres	mesure	[sound:hsk1_公里.wav]
2365-V	HSK 4	公路	gōnglù	route, autoroute	高速公路 - gāosù gōnglù - Autoroute<br>公路交通 - gōnglù jiāotōng - Trafic routier<br>沿着公路 - yánzhe gōnglù - Le long de la route	nom,transport,voie	[sound:hsk4_公路.wav]
529-V	HSK 4	工人	gōngrén	ouvrier	工人们 - gōngrénmen - les ouvriers<br>那个工人 - nàge gōngrén - ce travailleur<br>工厂工人 - gōngchǎng gōngrén - ouvrier de la fabrique	nom,travail	[sound:hsk1_工人.wav]
2366-V	HSK 4	共同	gòngtóng	commun, ensemble	共同努力 - gòngtóng nǔlì - Efforts communs<br>共同的目标 - gòngtóng de mùbiāo - Objectif commun<br>共同生活 - gòngtóng shēnghuó - Vivre ensemble	adjectif,adverbe,collectif	[sound:hsk4_共同.wav]
868-V	HSK 4	工资	gōngzī	salaire	发工资 - fā gōngzī - Recevoir son salaire<br>工资多少？ - gōngzī duōshao? - Combien de salaire ?<br>涨工资 - zhǎng gōngzī - Augmenter le salaire	travail,argent	[sound:hsk1_工资.wav]
2367-V	HSK 4	够	gòu	assez, suffisant	够了 - gòu le - Ça suffit<br>不够好 - búgòu hǎo - Pas assez bien<br>钱够不够？ - qián gòu bú gòu? - L'argent est-il suffisant ?	adverbe,adjectif,quantité	[sound:hsk4_够.wav]
2368-V	HSK 4	购买	gòumǎi	acheter, acquérir	购买商品 - gòumǎi shāngpǐn - Acheter des produits<br>网上购买 - wǎngshang gòumǎi - Acheter en ligne<br>购买力 - gòumǎilì - Pouvoir d'achat	verbe,commerce,transaction	[sound:hsk4_购买.wav]
2369-V	HSK 4	购物	gòuwù	faire du shopping	去购物 - qù gòuwù - Aller faire du shopping<br>购物中心 - gòuwù zhōngxīn - Centre commercial<br>网上购物 - wǎngshang gòuwù - Shopping en ligne	verbe,nom,commerce	[sound:hsk4_购物.wav]
2370-V	HSK 4	挂	guà	accrocher, suspendre	挂在墙上 - guà zài qiáng shàng - Accrocher au mur<br>挂电话 - guà diànhuà - Raccrocher<br>挂号 - guàhào - S'enregistrer (hôpital)	verbe,action,placement	[sound:hsk4_挂.wav]
2371-V	HSK 4	管	guǎn	gérer, s'occuper de	管理 - guǎnlǐ - Gérer<br>不管 - bùguǎn - Peu importe<br>管不了 - guǎn bù liǎo - Ne pas pouvoir contrôler	verbe,gestion,contrôle	[sound:hsk4_管.wav]
2372-V	HSK 4	逛	guàng	flâner, se promener	逛街 - guàngjiē - Faire du shopping<br>逛公园 - guàng gōngyuán - Se promener dans le parc<br>出去逛逛 - chūqù guàngguang - Sortir faire un tour	verbe,loisir,déplacement	[sound:hsk4_逛.wav]
2373-V	HSK 4	光	guāng	lumière, seulement	阳光 - yángguāng - Lumière du soleil<br>光是 - guāng shì - Seulement<br>月光 - yuèguāng - Clair de lune	nom,adverbe,physique	[sound:hsk4_光.wav]
2374-V	HSK 4	广播	guǎngbō	diffusion, radio	广播电台 - guǎngbō diàntái - Station de radio<br>听广播 - tīng guǎngbō - Écouter la radio<br>广播通知 - guǎngbō tōngzhī - Annonce par haut-parleur	nom,verbe,média	[sound:hsk4_广播.wav]
1273-V	HSK 4	广告	guǎnggào	publicité	看广告 - kàn guǎnggào - REGARDER UNE PUBLICITÉ<br>做广告 - zuò guǎnggào - FAIRE UNE PUBLICITÉ<br>广告效果 - guǎnggào xiàoguǒ - RÉSULTATS DE LA PUBLICITÉ	media	[sound:hsk1_广告.wav]
2375-V	HSK 4	关键	guānjiàn	clé, crucial	关键问题 - guānjiàn wèntí - Question clé<br>关键时刻 - guānjiàn shíkè - Moment crucial<br>这是关键 - zhè shì guānjiàn - C'est la clé	nom,adjectif,importance	[sound:hsk4_关键.wav]
2376-V	HSK 4	观看	guānkàn	regarder, visionner	观看比赛 - guānkàn bǐsài - Regarder un match<br>观看电影 - guānkàn diànyǐng - Regarder un film<br>在线观看 - zàixiàn guānkàn - Regarder en ligne	verbe,action,visuel	[sound:hsk4_观看.wav]
1327-V	HSK 4	管理	guǎnlǐ	gérer	管理公司 - guǎnlǐ gōngsī - diriger une entreprise<br>管理人员 - guǎnlǐ rényuán - personnel de direction<br>管理经验 - guǎnlǐ jīngyàn - expérience en gestion	verbe	[sound:hsk1_管理.wav]
1276-V	HSK 4	观众	guānzhòng	public, spectateurs	观众很多 - guānzhòng hěn duō - BEAUCOUP DE SPECTATEURS<br>电视观众 - diànshì guānzhòng - TélÉSPECTATEURS<br>观众反应 - guānzhòng fǎnyìng - REPRÉSENTATION DES SPECTATEURS	loisir	[sound:hsk1_观众.wav]
1251-V	HSK 4	规定	guīdìng	règlement	公司规定 - gōngsī guīdìng - Règlements de l'entreprise<br>按照规定 - ànzhào guīdìng - Conformément aux règles<br>遵守规定 - zūnshǒu guīdìng - Se conformer aux règles	travail	[sound:hsk1_规定.wav]
2377-V	HSK 4	估计	gūjì	estimer, supposer	我估计 - wǒ gūjì - J'estime que<br>估计时间 - gūjì shíjiān - Estimer le temps<br>大概估计 - dàgài gūjì - Estimation approximative	verbe,pensée,approximation	[sound:hsk4_估计.wav]
2378-V	HSK 4	顾客	gùkè	client	顾客是上帝 - gùkè shì shàngdì - Le client est roi<br>招待顾客 - zhāodài gùkè - Accueillir les clients<br>老顾客 - lǎo gùkè - Client fidèle	nom,commerce,personne	[sound:hsk4_顾客.wav]
1388-V	HSK 4	鼓励	gǔlì	encourager	鼓励他 - gǔlì tā - l'encourager<br>得到鼓励 - dédào gǔlì - recevoir de l'encouragement<br>鼓励支持 - gǔlì zhīchí - encouragement et soutien	verbe	[sound:hsk1_鼓励.wav]
2379-V	HSK 4	姑娘	gūniang	jeune fille	漂亮的姑娘 - piàoliang de gūniang - Belle jeune fille<br>小姑娘 - xiǎo gūniang - Petite fille<br>姑娘们 - gūniangmen - Les filles	nom,personne,âge	[sound:hsk4_姑娘.wav]
2380-V	HSK 4	过程	guòchéng	processus, déroulement	学习过程 - xuéxí guòchéng - Processus d'apprentissage<br>在过程中 - zài guòchéng zhōng - Au cours du processus<br>整个过程 - zhěnggè guòchéng - Tout le processus	nom,temps,développement	[sound:hsk4_过程.wav]
2381-V	HSK 4	国籍	guójí	nationalité	你的国籍是什么？ - nǐ de guójí shì shénme? - Quelle est ta nationalité ?<br>中国国籍 - zhōngguó guójí - Nationalité chinoise<br>双重国籍 - shuāngchóng guójí - Double nationalité	nom,identité,pays	[sound:hsk4_国籍.wav]
1256-V	HSK 4	国际	guójì	international	国际关系 - guójì guānxi - relations internationales<br>国际合作 - guójì hézuò - coopération internationale<br>国际社会 - guójì shèhuì - société internationale	société	[sound:hsk1_国际.wav]
050-V	HSK 4	果汁	guǒzhī	jus de fruits	喝果汁 - hē guǒzhī - Boire du jus<br>橙汁 - chéngzhī - Orange<br>来一杯果汁 - lái yì bēi guǒzhī - Prends un verre de jus<br>我喜欢喝苹果汁 - wǒ xǐhuan hē píngguǒzhī - J'aime boire du jus de pomme<br>鲜榨果汁 - xiānzhà guǒzhī - Jus pressé frais	boisson,quotidien	[sound:hsk1_果汁.wav]
2382-V	HSK 4	故意	gùyì	exprès, intentionnellement	故意的 - gùyì de - Fait exprès<br>不是故意的 - bú shì gùyì de - Ce n'est pas fait exprès<br>故意忽视 - gùyì hūshì - Ignorer délibérément	adverbe,intention,action	[sound:hsk4_故意.wav]
2383-V	HSK 4	害羞	hàixiū	timide, gêné	很害羞 - hěn hàixiū - Très timide<br>别害羞 - bié hàixiū - Ne sois pas timide<br>害羞地笑 - hàixiū de xiào - Sourire timidement	adjectif,émotion,personnalité	[sound:hsk4_害羞.wav]
2384-V	HSK 4	海洋	hǎiyáng	océan, mer	海洋生物 - hǎiyáng shēngwù - Vie marine<br>太平洋 - tàipíngyáng - Océan Pacifique<br>保护海洋 - bǎohù hǎiyáng - Protéger l'océan	nom,nature,géographie	[sound:hsk4_海洋.wav]
2385-V	HSK 4	汗	hàn	sueur	出汗 - chū hàn - Transpirer<br>满头大汗 - mǎn tóu dà hàn - Couvert de sueur<br>汗水 - hànshuǐ - Sueur	nom,corps,liquide	[sound:hsk4_汗.wav]
2386-V	HSK 4	喊	hǎn	crier, appeler	大声喊 - dà shēng hǎn - Crier fort<br>喊他过来 - hǎn tā guòlái - L'appeler pour qu'il vienne<br>喊救命 - hǎn jiùmìng - Crier à l'aide	verbe,communication,voix	[sound:hsk4_喊.wav]
2387-V	HSK 4	航班	hángbān	vol (avion)	航班号 - hángbān hào - Numéro de vol<br>航班取消 - hángbān qǔxiāo - Vol annulé<br>下一个航班 - xià yí gè hángbān - Prochain vol	nom,voyage,avion	[sound:hsk4_航班.wav]
2388-V	HSK 4	寒假	hánjià	vacances d'hiver	寒假期间 - hánjià qījiān - Pendant les vacances d'hiver<br>放寒假 - fàng hánjià - Être en vacances d'hiver<br>寒假作业 - hánjià zuòyè - Devoirs de vacances d'hiver	nom,école,vacances	[sound:hsk4_寒假.wav]
2389-V	HSK 4	寒冷	hánlěng	froid, glacial	天气寒冷 - tiānqì hánlěng - Il fait froid<br>寒冷的冬天 - hánlěng de dōngtiān - Hiver glacial<br>非常寒冷 - fēicháng hánlěng - Très froid	adjectif,météo,température	[sound:hsk4_寒冷.wav]
2390-V	HSK 4	好处	hǎochù	avantage, bénéfice	有好处 - yǒu hǎochù - Être avantageux<br>对身体有好处 - duì shēntǐ yǒu hǎochù - Bon pour la santé<br>好处很多 - hǎochù hěn duō - Beaucoup d'avantages	nom,évaluation,positif	[sound:hsk4_好处.wav]
2391-V	HSK 4	好好	hǎohǎo	bien, sérieusement	好好学习 - hǎohǎo xuéxí - Bien étudier<br>好好休息 - hǎohǎo xiūxi - Bien se reposer<br>好好想想 - hǎohǎo xiǎngxiang - Bien réfléchir	adverbe,manière,intensité	[sound:hsk4_好好.wav]
2392-V	HSK 4	好笑	hǎoxiào	drôle, amusant	很好笑 - hěn hǎoxiào - Très drôle<br>有什么好笑的？ - yǒu shénme hǎoxiào de? - Qu'y a-t-il de drôle ?<br>这个笑话好笑 - zhège xiàohua hǎoxiào - Cette blague est drôle	adjectif,humour,positif	[sound:hsk4_好笑.wav]
2393-V	HSK 4	合格	hégé	qualifié, admis	考试合格 - kǎoshì hégé - Réussir l'examen<br>合格产品 - hégé chǎnpǐn - Produit conforme<br>不合格 - bù hégé - Non conforme	adjectif,évaluation,standard	[sound:hsk4_合格.wav]
2394-V	HSK 4	盒子	hézi	boîte	一个盒子 - yí gè hézi - Une boîte<br>打开盒子 - dǎkāi hézi - Ouvrir la boîte<br>纸盒子 - zhǐ hézi - Boîte en carton	nom,objet,contenant	[sound:hsk4_盒子.wav]
2395-V	HSK 4	红包	hóngbāo	enveloppe rouge (argent)	发红包 - fā hóngbāo - Donner une enveloppe rouge<br>收红包 - shōu hóngbāo - Recevoir une enveloppe rouge<br>微信红包 - wēixìn hóngbāo - Enveloppe rouge WeChat	nom,tradition,argent	[sound:hsk4_红包.wav]
820-V	HSK 4	厚	hòu	épais	很厚 - hěn hòu - Très épais<br>书很厚 - shū hěn hòu - Livre épais<br>厚衣服 - hòu yīfu - Vêtements épais	adjectif	[sound:hsk1_厚.wav]
1376-V	HSK 4	后悔	hòuhuǐ	regretter	很后悔 - hěn hòuhuǐ - Très regrettable<br>后悔了 - hòuhuǐ le - Hésite encore<br>后悔莫及 - hòuhuǐ mòjí - À regretter tardivement	verbe	[sound:hsk1_后悔.wav]
2396-V	HSK 4	坏处	huàichù	inconvénient, désavantage	有坏处 - yǒu huàichù - Avoir des inconvénients<br>对身体有坏处 - duì shēntǐ yǒu huàichù - Mauvais pour la santé<br>坏处很多 - huàichù hěn duō - Beaucoup d'inconvénients	nom,évaluation,négatif	[sound:hsk4_坏处.wav]
2397-V	HSK 4	怀疑	huáiyí	douter, soupçonner	我怀疑 - wǒ huáiyí - Je doute<br>怀疑他 - huáiyí tā - Le soupçonner<br>值得怀疑 - zhíde huáiyí - Douteux	verbe,pensée,incertitude	[sound:hsk4_怀疑.wav]
2398-V	HSK 4	话剧	huàjù	pièce de théâtre	看话剧 - kàn huàjù - Voir une pièce de théâtre<br>演话剧 - yǎn huàjù - Jouer une pièce<br>话剧表演 - huàjù biǎoyǎn - Représentation théâtrale	nom,art,spectacle	[sound:hsk4_话剧.wav]
1676-V	HSK 4	环保	huánbǎo	écologie	环保意识 - huánbǎo yìshí - conscience environnementale<br>环保产品 - huánbǎo chǎnpǐn - produits écologiques<br>环保措施 - huánbǎo cuòshī - mesures environnementales	environnement	[sound:hsk1_环保.wav]
2399-V	HSK 4	换乘	huànchéng	correspondance (transport)	换乘地铁 - huànchéng dìtiě - Changer de ligne de métro<br>换乘站 - huànchéng zhàn - Station de correspondance<br>需要换乘 - xūyào huànchéng - Il faut changer	verbe,transport,changement	[sound:hsk4_换乘.wav]
1506-V	HSK 4	回复	huífù	répondre	回复邮件 - huífù yóujiàn - Répondre à un email<br>回复消息 - huífù xiāoxi - Répondre aux messages<br>及时回复 - jíshí huífù - Répondre rapidement	communication	[sound:hsk1_回复.wav]
2400-V	HSK 4	回信	huíxìn	répondre (par lettre), réponse	请回信 - qǐng huíxìn - Veuillez répondre<br>收到回信 - shōudào huíxìn - Recevoir une réponse<br>等待回信 - děngdài huíxìn - Attendre une réponse	verbe,nom,communication	[sound:hsk4_回信.wav]
2401-V	HSK 4	回忆	huíyì	souvenir, se souvenir	美好的回忆 - měihǎo de huíyì - Beaux souvenirs<br>回忆过去 - huíyì guòqù - Se souvenir du passé<br>童年回忆 - tóngnián huíyì - Souvenirs d'enfance	nom,verbe,mémoire	[sound:hsk4_回忆.wav]
2402-V	HSK 4	会员	huìyuán	membre	成为会员 - chéngwéi huìyuán - Devenir membre<br>会员卡 - huìyuán kǎ - Carte de membre<br>VIP会员 - VIP huìyuán - Membre VIP	nom,organisation,adhésion	[sound:hsk4_会员.wav]
2403-V	HSK 4	互联网	hùliánwǎng	Internet	上互联网 - shàng hùliánwǎng - Aller sur Internet<br>互联网时代 - hùliánwǎng shídài - Ère d'Internet<br>互联网公司 - hùliánwǎng gōngsī - Entreprise Internet	nom,technologie,réseau	[sound:hsk4_互联网.wav]
2404-V	HSK 4	活	huó	vivant, vivre	活着 - huó zhe - Être vivant<br>生活 - shēnghuó - Vie<br>活下去 - huó xiàqù - Continuer à vivre	adjectif,verbe,vie	[sound:hsk4_活.wav]
2405-V	HSK 4	货	huò	marchandise	货物 - huòwù - Marchandises<br>送货 - sòng huò - Livrer<br>进货 - jìn huò - S'approvisionner	nom,commerce,objet	[sound:hsk4_货.wav]
2406-V	HSK 4	火	huǒ	feu	火车 - huǒchē - Train<br>着火 - zháohuǒ - Prendre feu<br>火灾 - huǒzāi - Incendie	nom,élément,nature	[sound:hsk4_火.wav]
658-V	HSK 4	获得	huòdé	obtenir	获得成功 - huòdé chénggōng - obtenir du succès	verbe	[sound:hsk1_获得.wav]
2407-V	HSK 4	活动	huódòng	activité, événement	参加活动 - cānjiā huódòng - Participer à une activité<br>户外活动 - hùwài huódòng - Activité en plein air<br>组织活动 - zǔzhī huódòng - Organiser une activité	nom,verbe,action	[sound:hsk4_活动.wav]
2408-V	HSK 4	获奖	huòjiǎng	remporter un prix	获奖作品 - huòjiǎng zuòpǐn - Œuvre primée<br>获奖者 - huòjiǎng zhě - Lauréat<br>希望获奖 - xīwàng huòjiǎng - Espérer gagner un prix	verbe,récompense,succès	[sound:hsk4_获奖.wav]
1369-V	HSK 4	活泼	huópō	vif	很活泼 - hěn huópō - Très vivant<br>活泼的孩子 - huópō de háizi - Enfant dynamique<br>活泼可爱 - huópō kě'ài - amusant et adorable	adjectif	[sound:hsk1_活泼.wav]
2409-V	HSK 4	获取	huòqǔ	obtenir, acquérir	获取信息 - huòqǔ xìnxī - Obtenir des informations<br>获取知识 - huòqǔ zhīshi - Acquérir des connaissances<br>获取资源 - huòqǔ zīyuán - Obtenir des ressources	verbe,action,acquisition	[sound:hsk4_获取.wav]
2410-V	HSK 4	忽然	hūrán	soudain	忽然下雨了 - hūrán xiàyǔ le - Il s'est mis à pleuvoir soudainement<br>忽然想起 - hūrán xiǎngqǐ - Se souvenir soudainement<br>忽然出现 - hūrán chūxiàn - Apparaître soudainement	adverbe,temps,surprise	[sound:hsk4_忽然.wav]
238-V	HSK 4	护士	hùshi	infirmier(ère)	她是护士 - tā shì hùshi - Elle est infirmière<br>护士很好 - hùshi hěn hǎo - L'infirmière est gentille<br>护士帮我 - hùshi bāng wǒ - Elle m'aide<br>找护士 - zhǎo hùshi - Trouver une infirmière<br>男护士 - nán hùshi - Infirmier masculin	profession,santé	[sound:hsk1_护士.wav]
1062-V	HSK 4	互相	hùxiāng	mutuellement	互相帮助 - hùxiāng bāngzhù - s'aider mutuellement<br>互相学习 - hùxiāng xuéxí - apprendre les uns des autres<br>互相尊重 - hùxiāng zūnzhòng - respecter les uns les autres	adverbe	[sound:hsk1_互相.wav]
2411-V	HSK 4	既	jì	à la fois, déjà	既...又... - jì...yòu... - À la fois...et...<br>既然 - jìrán - Puisque<br>既便宜又好 - jì piányi yòu hǎo - À la fois bon marché et bien	conjonction,adverbe,grammaire	[sound:hsk4_既.wav]
2412-V	HSK 4	寄	jì	envoyer (courrier)	寄信 - jì xìn - Envoyer une lettre<br>寄包裹 - jì bāoguǒ - Envoyer un colis<br>寄到 - jì dào - Envoyer à	verbe,communication,poste	[sound:hsk4_寄.wav]
2413-V	HSK 4	假	jiǎ	faux, vacances	放假 - fàngjià - Être en vacances<br>假的 - jiǎ de - Faux<br>真假 - zhēn jiǎ - Vrai ou faux	adjectif,nom,authenticité	[sound:hsk4_假.wav]
863-V	HSK 4	加班	jiābān	faire des heures sup	今天加班 - jīntiān jiā bān - Travailler tard aujourd'hui<br>加班到很晚 - jiā bān dào hěn wǎn - Travailler tard<br>加班费 - jiābān fèi - Indemnité pour le travail tardif	travail	[sound:hsk1_加班.wav]
1220-V	HSK 4	价格	jiàgé	prix	价格贵 - jiàgé guì - Prix cher<br>降低价格 - jiàngdī jiàgé - diminuer les prix<br>价格合理 - jiàgé hélǐ - Prix raisonnable	shopping	[sound:hsk1_价格.wav]
1670-V	HSK 4	家具	jiājù	meubles	买家具 - mǎi jiājù - acheter du mobilier<br>家具店 - jiājùdiàn - magasin de meubles<br>家具设计 - jiājù shèjì - conception de mobilier	quotidien	[sound:hsk1_家具.wav]
2414-V	HSK 4	加快	jiākuài	accélérer	加快速度 - jiākuài sùdù - Accélérer<br>加快步伐 - jiākuài bùfá - Accélérer le pas<br>加快发展 - jiākuài fāzhǎn - Accélérer le développement	verbe,vitesse,augmentation	[sound:hsk4_加快.wav]
2415-V	HSK 4	减	jiǎn	réduire, diminuer	减少 - jiǎnshǎo - Réduire<br>减肥 - jiǎnféi - Perdre du poids<br>十减三 - shí jiǎn sān - Dix moins trois	verbe,quantité,mathématiques	[sound:hsk4_减.wav]
2416-V	HSK 4	降	jiàng	baisser, descendre	降低 - jiàngdī - Baisser<br>下降 - xiàjiàng - Descendre<br>降温 - jiàngwēn - Baisse de température	verbe,mouvement,diminution	[sound:hsk4_降.wav]
2417-V	HSK 4	奖	jiǎng	prix, récompense	得奖 - dé jiǎng - Gagner un prix<br>奖金 - jiǎngjīn - Prime<br>颁奖 - bānjiǎng - Remettre un prix	nom,verbe,récompense	[sound:hsk4_奖.wav]
2418-V	HSK 4	江	jiāng	fleuve, rivière	长江 - chángjiāng - Le Yangtsé<br>江河 - jiānghé - Fleuves et rivières<br>江水 - jiāngshuǐ - Eau du fleuve	nom,nature,géographie	[sound:hsk4_江.wav]
2419-V	HSK 4	将	jiāng	aller (futur), amener	将来 - jiānglái - À l'avenir<br>将会 - jiāng huì - Va, sera<br>将要 - jiāngyào - Sur le point de	adverbe,verbe,futur	[sound:hsk4_将.wav]
1209-V	HSK 4	降低	jiàngdī	baisser, réduire	降低成本 - jiàngdī chéngběn - réduire les coûts<br>降低价格 - jiàngdī jiàgé - diminuer les prix<br>降低风险 - jiàngdī fēngxiǎn - diminuer les risques	verbe	[sound:hsk1_降低.wav]
2420-V	HSK 4	降价	jiàngjià	baisser le prix, réduction	降价促销 - jiàngjià cùxiāo - Soldes<br>商品降价 - shāngpǐn jiàngjià - Réduction sur les produits<br>大降价 - dà jiàngjià - Grande réduction	verbe,commerce,prix	[sound:hsk4_降价.wav]
1649-V	HSK 4	奖金	jiǎngjīn	prime	年终奖金 - niánzhōng jiǎngjīn - Prime d'année<br>发奖金 - fā jiǎngjīn - Payer des primes<br>绩效奖金 - jìxiào jiǎngjīn - Prime de performance	travail	[sound:hsk1_奖金.wav]
2421-V	HSK 4	将来	jiānglái	à l'avenir, futur	将来的计划 - jiānglái de jìhuà - Plans futurs<br>在将来 - zài jiānglái - Dans le futur<br>将来有一天 - jiānglái yǒu yì tiān - Un jour dans le futur	nom,temps,futur	[sound:hsk4_将来.wav]
2422-V	HSK 4	降落	jiàngluò	atterrir	飞机降落 - fēijī jiàngluò - L'avion atterrit<br>安全降落 - ānquán jiàngluò - Atterrir en toute sécurité<br>降落时间 - jiàngluò shíjiān - Heure d'atterrissage	verbe,avion,mouvement	[sound:hsk4_降落.wav]
2423-V	HSK 4	降温	jiàngwēn	baisse de température, rafraîchir	明天降温 - míngtiān jiàngwēn - Baisse de température demain<br>大幅降温 - dàfú jiàngwēn - Forte baisse de température<br>降温措施 - jiàngwēn cuòshī - Mesures de refroidissement	verbe,nom,météo	[sound:hsk4_降温.wav]
1774-V	HSK 4	奖学金	jiǎngxuéjīn	bourse	申请奖学金 - shēnqǐng jiǎngxuéjīn - demander une bourse d'études<br>获得奖学金 - huòdé jiǎngxuéjīn - obtenir une bourse d'études<br>全额奖学金 - quán'é jiǎngxuéjīn - bourse complète	éducation	[sound:hsk1_奖学金.wav]
2424-V	HSK 4	将要	jiāngyào	être sur le point de	将要发生 - jiāngyào fāshēng - Sur le point de se produire<br>将要开始 - jiāngyào kāishǐ - Sur le point de commencer<br>将要毕业 - jiāngyào bìyè - Sur le point de diplômer	adverbe,temps,futur	[sound:hsk4_将要.wav]
2425-V	HSK 4	减轻	jiǎnqīng	alléger, réduire	减轻负担 - jiǎnqīng fùdān - Alléger le fardeau<br>减轻压力 - jiǎnqīng yālì - Réduire la pression<br>减轻痛苦 - jiǎnqīng tòngkǔ - Soulager la douleur	verbe,quantité,diminution	[sound:hsk4_减轻.wav]
1211-V	HSK 4	减少	jiǎnshǎo	diminuer	减少开支 - jiǎnshǎo kāizhī - réduire les dépenses<br>减少浪费 - jiǎnshǎo làngfèi - réduire le gaspillage<br>减少污染 - jiǎnshǎo wūrǎn - réduire la pollution	verbe	[sound:hsk1_减少.wav]
2426-V	HSK 4	健身	jiànshēn	fitness, musculation	去健身 - qù jiànshēn - Aller faire du sport<br>健身运动 - jiànshēn yùndòng - Exercice physique<br>健身器材 - jiànshēn qìcái - Équipement de fitness	nom,verbe,sport	[sound:hsk4_健身.wav]
2427-V	HSK 4	健身房	jiànshēnfáng	salle de sport, gym	去健身房 - qù jiànshēnfáng - Aller à la salle de sport<br>健身房会员 - jiànshēnfáng huìyuán - Membre de la salle de sport<br>附近的健身房 - fùjìn de jiànshēnfáng - Salle de sport à proximité	nom,lieu,sport	[sound:hsk4_健身房.wav]
624-V	HSK 4	建议	jiànyì	suggérer	建议你 - jiànyì nǐ - Je vous recommande<br>好建议 - hǎo jiànyì - bonne recommandation	verbe,nom	[sound:hsk1_建议.wav]
2428-V	HSK 4	交	jiāo	remettre, payer, se lier	交朋友 - jiāo péngyou - Se faire des amis<br>交作业 - jiāo zuòyè - Rendre ses devoirs<br>交费 - jiāo fèi - Payer les frais	verbe,action,relation	[sound:hsk4_交.wav]
1361-V	HSK 4	骄傲	jiāo'ào	fier	很骄傲 - hěn jiāo'ào - Très fier<br>为你骄傲 - wèi nǐ jiāo'ào - Tous les honneurs pour vous<br>骄傲自满 - jiāo'ào zìmǎn - Pride and prejudice	adjectif	[sound:hsk1_骄傲.wav]
2429-V	HSK 4	交警	jiāojǐng	agent de la circulation	交警指挥 - jiāojǐng zhǐhuī - L'agent dirige la circulation<br>交警罚款 - jiāojǐng fákuǎn - Amende de la police de la route<br>看到交警 - kàndào jiāojǐng - Voir un agent de la circulation	nom,profession,police	[sound:hsk4_交警.wav]
2430-V	HSK 4	教练	jiàoliàn	entraîneur, coach	足球教练 - zúqiú jiàoliàn - Entraîneur de football<br>私人教练 - sīrén jiàoliàn - Coach personnel<br>驾驶教练 - jiàshǐ jiàoliàn - Moniteur d'auto-école	nom,sport,profession	[sound:hsk4_教练.wav]
1229-V	HSK 4	交流	jiāoliú	échanger	文化交流 - wénhuà jiāoliú - échange culturel<br>交流经验 - jiāoliú jīngyàn - échanger d'expériences<br>国际交流 - guójì jiāoliú - échange international	travail	[sound:hsk1_交流.wav]
2431-V	HSK 4	郊区	jiāoqū	banlieue	住在郊区 - zhù zài jiāoqū - Habiter en banlieue<br>郊区房子 - jiāoqū fángzi - Maison de banlieue<br>城市郊区 - chéngshì jiāoqū - Banlieue de la ville	nom,lieu,géographie	[sound:hsk4_郊区.wav]
2432-V	HSK 4	教师	jiàoshī	enseignant, professeur	中学教师 - zhōngxué jiàoshī - Professeur de collège/lycée<br>教师节 - jiàoshī jié - Fête des enseignants<br>优秀教师 - yōuxiù jiàoshī - Excellent enseignant	nom,profession,éducation	[sound:hsk4_教师.wav]
2433-V	HSK 4	教授	jiàoshòu	professeur (université)	大学教授 - dàxué jiàoshòu - Professeur d'université<br>张教授 - zhāng jiàoshòu - Professeur Zhang<br>请教教授 - qǐngjiào jiàoshòu - Consulter le professeur	nom,profession,éducation	[sound:hsk4_教授.wav]
2434-V	HSK 4	交通	jiāotōng	transport, circulation	交通工具 - jiāotōng gōngjù - Moyen de transport<br>交通拥堵 - jiāotōng yōngdǔ - Embouteillage<br>公共交通 - gōnggòng jiāotōng - Transports en commun	nom,transport,déplacement	[sound:hsk4_交通.wav]
2435-V	HSK 4	教学	jiàoxué	enseignement	教学方法 - jiàoxué fāngfǎ - Méthode d'enseignement<br>教学质量 - jiàoxué zhìliàng - Qualité de l'enseignement<br>教学楼 - jiàoxué lóu - Bâtiment d'enseignement	nom,éducation,méthode	[sound:hsk4_教学.wav]
1123-V	HSK 4	教育	jiàoyù	éducation	教育孩子 - jiàoyù háizi - éduquer les enfants<br>接受教育 - jiēshòu jiàoyù - recevoir une éducation<br>教育水平 - jiàoyù shuǐpíng - niveau d'éducation	éducation	[sound:hsk1_教育.wav]
2436-V	HSK 4	叫作	jiàozuò	s'appeler, être appelé	这叫作什么？ - zhè jiàozuò shénme? - Comment ça s'appelle ?<br>这种水果叫作苹果 - zhè zhǒng shuǐguǒ jiàozuò píngguǒ - Ce fruit s'appelle pomme<br>也叫作 - yě jiàozuò - Aussi appelé	verbe,nom,appellation	[sound:hsk4_叫作.wav]
